"T","replica","parameter","mean","median","sd","2.5%","25%","50%","75%","97.5%"
500,9,"alpha1",0.180808282064883,0.174109707889962,0.0523685255409931,0.0966034993823603,0.143389758742211,0.174109707889962,0.211307743706523,0.29874701430005
500,9,"beta1",0.688737280558773,0.706126986248843,0.0977982885051886,0.423744738217182,0.63771238833874,0.706126986248843,0.759716612788301,0.829137155821214
500,10,"alpha0",0.106217245917455,0.0821788468941817,0.0811490214756806,0.0290420931414555,0.053838132111804,0.0821788468941817,0.128366988980445,0.364298853869888
500,10,"alpha1",0.0952298278592309,0.0884961973125833,0.0379452224330871,0.0422531787372463,0.068114188082797,0.0884961973125833,0.113730169453006,0.191725814667974
500,10,"beta1",0.792226198534908,0.823164459492763,0.111855513639149,0.446773684094983,0.76055756119215,0.823164459492763,0.866711782483018,0.91062283197599
500,11,"alpha0",0.211373740711494,0.188767354627714,0.101776010111758,0.0849277527378692,0.140631405921349,0.188767354627714,0.252911499008561,0.484243123936132
500,11,"alpha1",0.140586443510654,0.13422409038485,0.052933749998404,0.0561277016027782,0.103531388551079,0.13422409038485,0.170363191944109,0.270276423123572
500,11,"beta1",0.682361240369941,0.698443831320615,0.114597889273467,0.400061166844895,0.625564612718541,0.698443831320615,0.763221422525287,0.849474928343087
500,12,"alpha0",0.136512470526541,0.118762781531623,0.0596601378228485,0.0622273075546103,0.0932120376070999,0.118762781531623,0.174110046070343,0.276990589802146
500,12,"alpha1",0.121155904938426,0.114894893665132,0.0462097766033358,0.0484978819772776,0.0893434066025623,0.114894893665132,0.145785139145122,0.235352491233911
500,12,"beta1",0.768027316787088,0.782557514157108,0.0764268162565162,0.591210863707286,0.723670525860241,0.782557514157108,0.822199062070795,0.881311959273143
500,13,"alpha0",0.24396224641883,0.221509130698071,0.178064278574193,0.0317035025012244,0.0971389757696591,0.221509130698071,0.333696179983397,0.679564132962751
500,13,"alpha1",0.0437875867692602,0.0391004195731991,0.0305329884407067,0.00279267375144745,0.0212771853580943,0.0391004195731991,0.0601689054939417,0.112546017579179
500,13,"beta1",0.661508923076385,0.687793144724796,0.223782899072216,0.139842166428432,0.532858641395313,0.687793144724796,0.850527421930819,0.945824445457553
500,14,"alpha0",0.411685194290359,0.355158880868853,0.247330294170497,0.111690095601124,0.183397334282548,0.355158880868853,0.626396466974979,0.873703773026657
500,14,"alpha1",0.0937760082345108,0.0899889433197286,0.0472271483144053,0.0153729270622754,0.0610109838451442,0.0899889433197286,0.118400319793639,0.205557135030344
500,14,"beta1",0.480663425711855,0.539908221853574,0.264650946695134,0.026328393538775,0.238725885770543,0.539908221853574,0.72346589337755,0.815757021142266
500,15,"alpha0",0.180184680190068,0.132813387918784,0.128110737340356,0.0455391973813841,0.0858512091487285,0.132813387918784,0.240087163473245,0.507731561202446
500,15,"alpha1",0.0565575376068473,0.0510030489367053,0.033278458647273,0.00877356123109916,0.0329665304966747,0.0510030489367053,0.0747153291932882,0.132055639578534
500,15,"beta1",0.771263871632385,0.817700526984407,0.134744840564398,0.434420827231934,0.702497064789117,0.817700526984407,0.871476869109791,0.929199305654215
500,16,"alpha0",0.382351632886738,0.352559428424612,0.173698077335959,0.124859595760264,0.250384682942523,0.352559428424612,0.486151001332032,0.766027463824158
500,16,"alpha1",0.158406323250248,0.150699684386922,0.0627135334721726,0.0545387202003468,0.113570613197505,0.150699684386922,0.195293404876491,0.302241595543175
500,16,"beta1",0.452279611728976,0.466337320955031,0.19946566739593,0.0596888818188036,0.325432772677104,0.466337320955031,0.603338394637541,0.779037281870945
500,17,"alpha0",0.164116088979581,0.135172459662384,0.102072298007389,0.058669443029223,0.0952395716131726,0.135172459662384,0.191865922478046,0.459294228765028
500,17,"alpha1",0.111609160163728,0.104452673000428,0.046370366185375,0.0390563357438176,0.0781943833624095,0.104452673000428,0.139704455749694,0.214914804736924
500,17,"beta1",0.742319592646291,0.772251006582273,0.115805353672952,0.424013327329504,0.694047763273398,0.772251006582273,0.822699413538779,0.88671395211511
500,18,"alpha0",0.344410431347768,0.333094162153331,0.130259071134888,0.107801931145693,0.255711717383448,0.333094162153331,0.434741357611505,0.614456980673459
500,18,"alpha1",0.162326638143017,0.158671715790441,0.0483699814269034,0.0799571457103387,0.126870980701343,0.158671715790441,0.193074601359774,0.268276605320442
500,18,"beta1",0.511212523921915,0.520290505337691,0.143098163672909,0.231627399493447,0.41101787701203,0.520290505337691,0.610128545756044,0.779898915587271
500,19,"alpha0",0.140589826399909,0.111708345753138,0.0981687564279615,0.0544989726713992,0.0861503263464563,0.111708345753138,0.154498283805514,0.491395627873248
500,19,"alpha1",0.12368959909112,0.120257986663501,0.0430839951820131,0.0476236545925192,0.0941135521130865,0.120257986663501,0.149109406954653,0.217153815750886
500,19,"beta1",0.730039482148005,0.758197644362481,0.116954950474077,0.358626173350822,0.696531017152387,0.758197644362481,0.80183871364891,0.867787476105697
500,20,"alpha0",0.149745719354467,0.12270791298054,0.104623116675136,0.0479575958988557,0.0934277397534087,0.12270791298054,0.162302018574238,0.515806156924896
500,20,"alpha1",0.117173761072253,0.110097776515563,0.0446653640350409,0.0497406073210555,0.0856410981425067,0.110097776515563,0.142085544200759,0.225580357767906
500,20,"beta1",0.727576443055178,0.757035441731261,0.126173835522133,0.284140002716651,0.69749350028547,0.757035441731261,0.801495810388514,0.877503646683334
500,21,"alpha0",0.0855692668702502,0.0637685009304613,0.0743776658370608,0.0332922543723465,0.0484320324193065,0.0637685009304613,0.0832866379427986,0.342935757698598
500,21,"alpha1",0.0908190069764502,0.0848668545169496,0.0331623895023925,0.0446983396242398,0.0685285340827032,0.0848668545169496,0.105798990799237,0.176677456758887
500,21,"beta1",0.821152587436207,0.84928940129744,0.100654667555969,0.477418726718443,0.819647589284704,0.84928940129744,0.871551458189387,0.904317581613707
500,22,"alpha0",0.382721564635764,0.320644192857887,0.215352128495881,0.113511175939123,0.203611566100099,0.320644192857887,0.529390282004636,0.85196104098728
500,22,"alpha1",0.119564982412361,0.115180387847344,0.0447733800967103,0.045624390649584,0.0879087674691037,0.115180387847344,0.144322669721748,0.223753716463409
500,22,"beta1",0.53356755236371,0.580974015232947,0.210041656102047,0.0891652577394972,0.376880526629636,0.580974015232947,0.711340640198025,0.815798888424457
500,23,"alpha0",0.0986309351999514,0.0869304421013749,0.0594592279041117,0.0334443467909171,0.0566646537551795,0.0869304421013749,0.121677030491341,0.252089291276795
500,23,"alpha1",0.0847280245436866,0.0799836537608944,0.0389630767615529,0.022015580443079,0.0562328744856433,0.0799836537608944,0.107991963359483,0.17297546898867
500,23,"beta1",0.807615100311269,0.819630869447327,0.0842839438268203,0.609792694591285,0.762240986718709,0.819630869447327,0.868839977174853,0.922868844530532
500,24,"alpha0",0.174338174404063,0.15354207888492,0.0903276534177063,0.0645452544675992,0.108584927555078,0.15354207888492,0.216800810129498,0.455030854675469
500,24,"alpha1",0.105834251619262,0.100216151778535,0.0413665049019136,0.0430254886865846,0.0782503429882245,0.100216151778535,0.127224232713152,0.19183815444622
500,24,"beta1",0.759367627883893,0.775288941569719,0.092148967802373,0.501131097302956,0.717123275269203,0.775288941569719,0.820648277760852,0.886372222287693
500,25,"alpha0",0.286761074600251,0.251647565042553,0.148680314375205,0.0990290884574052,0.170002690033511,0.251647565042553,0.36937393344919,0.668106332426777
500,25,"alpha1",0.122643464760917,0.115189527636017,0.0515668208174315,0.0424506071139734,0.0857123544574623,0.115189527636017,0.152909816301758,0.247135347379049
500,25,"beta1",0.615115680378996,0.642306651837493,0.153413992054192,0.255088310563305,0.526415702423888,0.642306651837493,0.73264414269295,0.830078132285053
500,26,"alpha0",0.223757623351189,0.20214412223721,0.121762070511018,0.0618164692954829,0.11374222777426,0.20214412223721,0.312188415450984,0.48861161745464
500,26,"alpha1",0.110760289581074,0.104540399590009,0.0479576370965627,0.0356726065790468,0.0764524941400013,0.104540399590009,0.137724684032377,0.219223553606187
500,26,"beta1",0.591608589676757,0.62310956884232,0.18489800678513,0.206950332546207,0.449870221156628,0.62310956884232,0.749710590955803,0.856240467247906
500,27,"alpha0",0.121117353848748,0.0915683240384874,0.0821975252352007,0.0447967312479317,0.0658793966375627,0.0915683240384874,0.146152379113465,0.38389927451701
500,27,"alpha1",0.0871987496737337,0.0838280535266361,0.0365850355157572,0.0251604550501003,0.0607608082692604,0.0838280535266361,0.109724071188339,0.167020375071564
500,27,"beta1",0.766953965378296,0.79444434787623,0.111679878442541,0.433870777600231,0.727307091032807,0.79444434787623,0.839820054067005,0.90594306804234
500,28,"alpha0",0.227447371777393,0.206302218347641,0.108797427720201,0.0972944893035747,0.149957016095086,0.206302218347641,0.27018186381576,0.520186169867117
500,28,"alpha1",0.175329690794384,0.165647080105213,0.0674160773609987,0.0693770981222459,0.125411322767804,0.165647080105213,0.218904866907661,0.320761057884612
500,28,"beta1",0.599658532246737,0.619394392227209,0.145066962803491,0.21979246863844,0.520644568181905,0.619394392227209,0.708756408154508,0.805375123192807
500,29,"alpha0",0.183401044302562,0.144530221153973,0.118175109876177,0.0581604452702375,0.106654918480994,0.144530221153973,0.217377441884624,0.522291824387472
500,29,"alpha1",0.127012533187629,0.118156586589987,0.0500855179527525,0.0525462264315586,0.0905645751642029,0.118156586589987,0.155734565993954,0.24707434807403
500,29,"beta1",0.704784131038919,0.744920512358941,0.141826319084398,0.29211535015434,0.658058570689721,0.744920512358941,0.797184814294715,0.876198358968291
500,30,"alpha0",0.193809068771119,0.161913619194149,0.111916379634744,0.0565631037200106,0.120599652596957,0.161913619194149,0.229355165875298,0.493479004139803
500,30,"alpha1",0.139622028799702,0.133626760517862,0.0467159893052092,0.0639781838862106,0.105792216147248,0.133626760517862,0.168065933167306,0.244071147849051
500,30,"beta1",0.616867076623144,0.660128113223833,0.162977260735937,0.210212332759157,0.5515011187619,0.660128113223833,0.728138743295231,0.83312694561396
500,31,"alpha0",0.0689555040899891,0.0593178693909123,0.0552623926246864,0.0210714365083987,0.0458456900927984,0.0593178693909123,0.0777806927163514,0.172887272636037
500,31,"alpha1",0.106884534377274,0.103318711747035,0.0358385040291037,0.0488170122358554,0.0827809450011905,0.103318711747035,0.126601546591242,0.185549581881077
500,31,"beta1",0.832348062226722,0.842365778970206,0.0712696067107542,0.674757832824342,0.813555902447414,0.842365778970206,0.870206441975861,0.910143035872095
500,32,"alpha0",0.351461378874129,0.290718050873442,0.1777425537331,0.123378132142381,0.20961552525492,0.290718050873442,0.491665910203618,0.733000136872671
500,32,"alpha1",0.141751940207662,0.137000425912838,0.0593094112567219,0.0405114100400753,0.100562772247442,0.137000425912838,0.175765136742355,0.271231366379927
500,32,"beta1",0.477954776386256,0.527236151091672,0.208332768004407,0.0810288213029086,0.300772249347739,0.527236151091672,0.644186095656739,0.78474979008064
500,33,"alpha0",0.261140538984533,0.213845683539722,0.187019169878491,0.0600009432771809,0.124171023011334,0.213845683539722,0.329675086213033,0.802521320141005
500,33,"alpha1",0.0974609232303328,0.0939458631944166,0.0441803814349869,0.0250086142325854,0.0648235736854116,0.0939458631944166,0.124869730212295,0.195775799746168
500,33,"beta1",0.637213548897355,0.682489901146646,0.203760757768744,0.0727947569734659,0.561368991060697,0.682489901146646,0.791506440484407,0.880109285814718
500,34,"alpha0",0.107358750135974,0.0751720909793197,0.0849550907508919,0.0348278410309965,0.0547686393668909,0.0751720909793197,0.118462574679406,0.38873202697781
500,34,"alpha1",0.0488042829365519,0.043571020118685,0.0286630132190188,0.00966008053870051,0.0280903596149116,0.043571020118685,0.0634335957578222,0.118737660160064
500,34,"beta1",0.801649765634003,0.84928252201947,0.131421203018501,0.404144592239533,0.774439127857233,0.84928252201947,0.886496041463857,0.928537814087277
500,35,"alpha0",0.0755644738266089,0.0495483567995238,0.0758943939707107,0.0138509436130408,0.0339881686455939,0.0495483567995238,0.0933717265566256,0.271135565820265
500,35,"alpha1",0.0859422469935948,0.0803702880938947,0.0403127874680938,0.0210189155118877,0.0575450258751052,0.0803702880938947,0.109508938170285,0.175662598462885
500,35,"beta1",0.846499804716965,0.870360623558557,0.0881386499624056,0.624323067591045,0.814099137149059,0.870360623558557,0.903484696765773,0.947201056543682
500,36,"alpha0",0.336128138862456,0.374684982756655,0.20567641054575,0.0382077371251141,0.0976896906823825,0.374684982756655,0.498546989212366,0.671996744636538
500,36,"alpha1",0.106284938091943,0.0979936253660053,0.052374020436771,0.0299208743196785,0.0659606179581256,0.0979936253660053,0.139613395181683,0.228249425294117
500,36,"beta1",0.492435528798675,0.43639840928554,0.273481005604831,0.0824160609469712,0.261633465506485,0.43639840928554,0.805466891837295,0.911692326936639
500,37,"alpha0",0.144527584601826,0.132582039504391,0.0695582813168953,0.057640280992759,0.0978032056904516,0.132582039504391,0.168942621181242,0.347291268734974
500,37,"alpha1",0.126290505911213,0.12255066231519,0.0410795004560773,0.0605646984159275,0.0967316631563715,0.12255066231519,0.150445117667149,0.213896154555345
500,37,"beta1",0.7417610596815,0.755031784810422,0.0835947337375386,0.530768010228399,0.709839996782303,0.755031784810422,0.795698358941296,0.852584655657674
500,38,"alpha0",0.23135487449846,0.216226664824058,0.104206042791631,0.0815370309768123,0.158820757093379,0.216226664824058,0.287729535221616,0.508012351419026
500,38,"alpha1",0.236108296308038,0.22810727880218,0.0653359302190069,0.129887316200726,0.187239216081092,0.22810727880218,0.278650047882194,0.379432573031878
500,38,"beta1",0.583388453682527,0.59580894220777,0.126616483306856,0.263630333261328,0.512347707317933,0.59580894220777,0.676097330905298,0.783160837356108
500,39,"alpha0",0.267523529766301,0.227052099702415,0.129839608490134,0.11087808621809,0.172898931426763,0.227052099702415,0.333617255873573,0.607089877695936
500,39,"alpha1",0.128784247203606,0.123304408552477,0.0493684478101151,0.0466074705680021,0.0938658133424511,0.123304408552477,0.157894904297966,0.243680822037039
500,39,"beta1",0.524363473636398,0.568649131671287,0.179156172548529,0.0857445486677463,0.424615841442031,0.568649131671287,0.658648248240824,0.769143453330357
500,40,"alpha0",0.179827400463712,0.1391579705359,0.15365866953369,0.0357623224673909,0.100240142480231,0.1391579705359,0.185001089300055,0.693421484092616
500,40,"alpha1",0.135609639984631,0.129061662632746,0.0473034191200879,0.0604555106360168,0.10115259602075,0.129061662632746,0.162849697084527,0.247692699386388
500,40,"beta1",0.657420991809252,0.708506730528117,0.197562472430253,0.0274080576339387,0.631928991635028,0.708506730528117,0.772875641075328,0.857379847968356
500,41,"alpha0",0.122795058785823,0.107849177317768,0.0630843922399778,0.0621223460333906,0.0865597361281491,0.107849177317768,0.138831254907631,0.2509549949749
500,41,"alpha1",0.164416344824522,0.155826652715038,0.0510421763515294,0.0913545961248234,0.128364993564075,0.155826652715038,0.190464794417538,0.300005090133276
500,41,"beta1",0.742783339192047,0.760124872703541,0.0817822471245191,0.558794366966689,0.714501153951467,0.760124872703541,0.793804455484715,0.840866978425011
500,42,"alpha0",0.39271151108245,0.343665427413941,0.209808984090021,0.116024381951313,0.214220352030911,0.343665427413941,0.536999230277208,0.852934428430158
500,42,"alpha1",0.0974510819767606,0.0929224461658052,0.0497778930052003,0.0120689987512014,0.0595862125341842,0.0929224461658052,0.131610635655475,0.200878361010264
500,42,"beta1",0.497053862828849,0.527202170848857,0.222988556099656,0.0471926458406497,0.32904133325512,0.527202170848857,0.682310758774611,0.834187859964383
500,43,"alpha0",0.184560767846464,0.178712505605637,0.0642681894123753,0.0875939185848598,0.143640008102129,0.178712505605637,0.217153147908842,0.318635281512172
500,43,"alpha1",0.187758893420397,0.182865143974401,0.0486697520938175,0.105651309403835,0.153617250096537,0.182865143974401,0.21612966841173,0.303627677753754
500,43,"beta1",0.658624927275949,0.663744693593526,0.0776758010334588,0.484411842470219,0.618673824899698,0.663744693593526,0.708210817825812,0.786862359770349
500,44,"alpha0",0.159233557288902,0.135577092623612,0.0879987152883797,0.0624990149896606,0.10645365562308,0.135577092623612,0.182620446841566,0.44987091164498
500,44,"alpha1",0.173480058682284,0.164645144716792,0.053023208489727,0.0943722312235079,0.135759452236108,0.164645144716792,0.203334913912296,0.298973660923744
500,44,"beta1",0.694882064347864,0.716522644341855,0.106350444599008,0.349686920313396,0.659469512090009,0.716522644341855,0.760659648453898,0.832437007095798
500,45,"alpha0",0.219321656185709,0.188529067170908,0.136763722964585,0.0560114938097949,0.126499293687278,0.188529067170908,0.264412526272949,0.633670334483422
500,45,"alpha1",0.149117641547695,0.14459577580753,0.0562587655820404,0.0551214526423457,0.108924521995319,0.14459577580753,0.181425262225877,0.273492719266721
500,45,"beta1",0.620801389849076,0.647235807413819,0.172325704916497,0.127715052153078,0.552139160069111,0.647235807413819,0.738228330954518,0.868099380148321
500,46,"alpha0",0.102221441181453,0.0983234518065385,0.0388135173316714,0.0477244644948947,0.0752323610238009,0.0983234518065385,0.123309510812537,0.176184176143662
500,46,"alpha1",0.129081235717223,0.125935208106071,0.0382041644497924,0.0639485041291133,0.102572293186472,0.125935208106071,0.152138166012224,0.212178379348111
500,46,"beta1",0.780282113594731,0.783544538409756,0.0546122857312209,0.665554277278382,0.750703749699352,0.783544538409756,0.814998771438382,0.872863364976904
500,47,"alpha0",0.104644152724787,0.0931386634347798,0.052703493690904,0.0470157659739685,0.0691910118738268,0.0931386634347798,0.125309582326237,0.236978077126095
500,47,"alpha1",0.134218639649363,0.129068572524821,0.0472781399561432,0.056564511830984,0.10172309839311,0.129068572524821,0.160146698730734,0.243879047857537
500,47,"beta1",0.756453637460585,0.769750744095655,0.0834301749512294,0.558563886762026,0.716406113683007,0.769750744095655,0.813097709156305,0.871908051411314
500,48,"alpha0",0.091114715438689,0.0778130403895251,0.0573418378779152,0.0324850110695982,0.0545550753445007,0.0778130403895251,0.110224321124955,0.239025845923577
500,48,"alpha1",0.225042567248659,0.217703743049808,0.0601979641759868,0.128413089657141,0.183273971490166,0.217703743049808,0.259149333347075,0.369063763504691
500,48,"beta1",0.703685269626973,0.7195427536576,0.0955661831808656,0.441921991329633,0.65883860244545,0.7195427536576,0.76657724498622,0.829894231799731
500,49,"alpha0",0.32367750399099,0.325766003194978,0.116927548861476,0.137058573725641,0.222325569960218,0.325766003194978,0.406726306591229,0.550871361036488
500,49,"alpha1",0.188726166077255,0.18411895477257,0.0553518582842119,0.0912949857916138,0.149936904027437,0.18411895477257,0.224290681079882,0.309394569024354
500,49,"beta1",0.440834591861946,0.436831618505535,0.152325694183579,0.146032223635649,0.330063006191849,0.436831618505535,0.565505759444873,0.71057755331744
500,50,"alpha0",0.221423069491108,0.0885197705388012,0.292478270753773,0.03819873924696,0.0632065042369167,0.0885197705388012,0.155945661128242,1.01909293694618
500,50,"alpha1",0.0804027467121042,0.0765231190954217,0.038116350217482,0.0186050032948423,0.0539947596192994,0.0765231190954217,0.101417658392841,0.166090367185357
500,50,"beta1",0.735664153120563,0.843576969023189,0.247446359830369,0.0846466788235782,0.763352659762889,0.843576969023189,0.877352269603604,0.925791941782875
500,51,"alpha0",0.137011105884176,0.111803667685921,0.104000359250449,0.044285872344542,0.0859858541687414,0.111803667685921,0.144392278106081,0.517325456783814
500,51,"alpha1",0.140188886432656,0.133863628900206,0.0474529923591528,0.068112231604107,0.107799506889955,0.133863628900206,0.165224906183148,0.256873989787415
500,51,"beta1",0.719204359087998,0.749733678280766,0.131175617603743,0.258378756612007,0.693106430922399,0.749733678280766,0.794578482176355,0.859231392280071
500,52,"alpha0",0.124564320578018,0.117134511390582,0.0552439499732655,0.0522816785604458,0.0918523119976209,0.117134511390582,0.145287023683205,0.250375400207986
500,52,"alpha1",0.164158328784893,0.160136396998869,0.0479200509548054,0.0847789877500371,0.131084048303814,0.160136396998869,0.191000637907713,0.27700376436854
500,52,"beta1",0.747567007272687,0.755106076838927,0.0720591861944815,0.576741484957169,0.712560243654417,0.755106076838927,0.794617206303789,0.86014090866971
500,53,"alpha0",0.353534429014547,0.316683704469495,0.192258696205555,0.107101037553347,0.208628139533208,0.316683704469495,0.421612821896971,0.812478681691558
500,53,"alpha1",0.0914890490151838,0.0852444004486813,0.0471920212602676,0.020029297512994,0.0567687586000249,0.0852444004486813,0.118206115620074,0.204895322773945
500,53,"beta1",0.536837904228212,0.578090042464091,0.216189435577359,0.0559693062769083,0.434706169923199,0.578090042464091,0.702346802979088,0.838214679640163
500,54,"alpha0",0.278970598592629,0.265782389848728,0.110217763702729,0.108036117037258,0.20106577417257,0.265782389848728,0.335881580551076,0.552531927781196
500,54,"alpha1",0.201022574310124,0.195762176011275,0.0638876823721484,0.0877237435809799,0.157920004707351,0.195762176011275,0.238760877559486,0.345027140551369
500,54,"beta1",0.522923976873311,0.538333436023276,0.130578058422069,0.199834108998041,0.449712267238008,0.538333436023276,0.61353088652007,0.73624923891366
500,55,"alpha0",0.141219382958461,0.116375456244706,0.0802966888483276,0.0592361643568289,0.0872635061180023,0.116375456244706,0.173908612357791,0.349434148276817
500,55,"alpha1",0.159863416765488,0.15359884464171,0.0507743170171236,0.0829205319255333,0.123843534612101,0.15359884464171,0.188035385655475,0.270201708812982
500,55,"beta1",0.684480639673645,0.713689164061196,0.117830481291018,0.401380800641239,0.633089985618872,0.713689164061196,0.763642170916499,0.825912779287882
500,56,"alpha0",0.336638951598438,0.29233826254861,0.166579696550562,0.118259224151896,0.209344670549823,0.29233826254861,0.448192823597332,0.700871130366724
500,56,"alpha1",0.0841162465597493,0.0800330772609487,0.0444189876349866,0.0100984959231017,0.051991769187038,0.0800330772609487,0.110802905761346,0.181621992245941
500,56,"beta1",0.553447291956072,0.595186749231072,0.18241715395112,0.177204829586073,0.428407109516144,0.595186749231072,0.6969275791294,0.808493292285318
500,57,"alpha0",0.181139966109822,0.164612994488505,0.0774032308984816,0.0779942886775364,0.124070655049904,0.164612994488505,0.224175252859098,0.360549386034646
500,57,"alpha1",0.0818162160914555,0.0765829111123768,0.038621416508623,0.022812636224432,0.0530150497836763,0.0765829111123768,0.106409513054357,0.168768031903982
500,57,"beta1",0.722653452458115,0.735375038146363,0.0929911333832567,0.518246385947516,0.670336809731677,0.735375038146363,0.788050354169119,0.868543864202359
500,58,"alpha0",0.138442145884713,0.133026073197891,0.0645498277318742,0.0401106375094945,0.0940733413797787,0.133026073197891,0.170446116061592,0.291969855113371
500,58,"alpha1",0.17283763040035,0.168108472259704,0.0517340194576266,0.0875383810584689,0.135259253305449,0.168108472259704,0.207101329143629,0.276396164852554
500,58,"beta1",0.711334539007322,0.714949268856603,0.0911995118919083,0.500522641559934,0.657652478379513,0.714949268856603,0.77885986160144,0.864029683199823
500,59,"alpha0",0.288241857796241,0.18891455761241,0.224645264490161,0.0441258589683883,0.0947486426562611,0.18891455761241,0.486870566118411,0.737515539802628
500,59,"alpha1",0.147308716100451,0.134625421605785,0.0703674528176797,0.0436322338672176,0.0924685960939235,0.134625421605785,0.195566927707102,0.300276854512782
500,59,"beta1",0.575623588903842,0.684580778233456,0.268384634795818,0.0780435042027211,0.31139591982086,0.684580778233456,0.811912755254866,0.898060305793563
500,60,"alpha0",0.100819930424149,0.0804076986038434,0.075702744033902,0.0453747596860049,0.0651058166279285,0.0804076986038434,0.106994380484779,0.353647066709523
500,60,"alpha1",0.115825891805342,0.111057719356276,0.0390471771168553,0.0535575453969078,0.0874630755636145,0.111057719356276,0.139049540679796,0.204146736538659
500,60,"beta1",0.79529965938882,0.813465691569799,0.0909749709891133,0.519869535065373,0.771430909399769,0.813465691569799,0.848696905148449,0.890540584133401
500,61,"alpha0",0.0976300851594877,0.0753367161055019,0.078019919216302,0.0267035864896692,0.0494007746740038,0.0753367161055019,0.105231322705084,0.349638247281512
500,61,"alpha1",0.127950765395468,0.120928317219904,0.0491477543822849,0.0538543540361971,0.0917672487643529,0.120928317219904,0.156504097087817,0.239334009334955
500,61,"beta1",0.770957153463285,0.798813591010011,0.116742833848842,0.428891446188021,0.733070641738658,0.798813591010011,0.849244695526963,0.905346292016772
500,62,"alpha0",0.464551822890595,0.450137845215595,0.150924612196085,0.229539941737058,0.350304154852191,0.450137845215595,0.556872532096585,0.797612835066081
