"T","replica","parameter","mean","median","sd","2.5%","25%","50%","75%","97.5%"
500,1,"alpha0",0.123368489368581,0.121514349202567,0.0291456011058831,0.0780754537464731,0.106881081264763,0.121514349202567,0.13807552777882,0.167907603878404
500,1,"alpha1",0.762089156424185,0.768370578995884,0.0931736823672562,0.567929932878317,0.710479529468248,0.768370578995884,0.82615525034151,0.912793343838223
500,1,"beta1",0.132403117465283,0.130641561804252,0.0641141027560122,0.0214323133557184,0.0821135240533367,0.130641561804252,0.175757901497262,0.262794169434183
500,2,"alpha0",0.0879568162385214,0.0860036124474432,0.0231876254909582,0.06098615288972,0.0762266628645195,0.0860036124474432,0.0967460916283398,0.12070536740026
500,2,"alpha1",0.687913813051648,0.689137414048003,0.0871120920608346,0.516034697116279,0.630204660910525,0.689137414048003,0.751375925954371,0.848270389384496
500,2,"beta1",0.207379874296458,0.208272093079766,0.0603827384468852,0.09949056847779,0.16266721193272,0.208272093079766,0.248362403021204,0.327834698823671
500,3,"alpha0",0.0936922015548713,0.0931832049898495,0.025263874998628,0.0607106522375109,0.0819021893687165,0.0931832049898495,0.103064038165349,0.122247994149754
500,3,"alpha1",0.672502240063205,0.67536350056392,0.0680938040817553,0.539513542886413,0.631692902267634,0.67536350056392,0.719627122756297,0.790141559275723
500,3,"beta1",0.252229034631696,0.249431967116476,0.0475872257083622,0.166903986423317,0.219116653918692,0.249431967116476,0.281479373471295,0.352936929703107
500,4,"alpha0",0.134239082462243,0.132520353162161,0.0285633778909365,0.0894710546376798,0.115464189184246,0.132520353162161,0.149625587605263,0.186518506799539
500,4,"alpha1",0.679485304345513,0.678571048599434,0.0955071967841843,0.501069423234999,0.617503568084993,0.678571048599434,0.743337071492535,0.870038647782888
500,4,"beta1",0.170493905009083,0.16378152159904,0.0621631164109136,0.0665159296534282,0.124270655925125,0.16378152159904,0.21097994224183,0.303136651820561
500,5,"alpha0",0.106285686128112,0.104903957197555,0.0254358517736318,0.073698509599449,0.0949718067417734,0.104903957197555,0.114893035290236,0.137594328057446
